track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0JtgoDDf0ggWaoXCGhcOoT,0.614,0.773,2,-5.053,0,0.03,0.27,1.45E-06,0.0778,0.404,139.974,4
6a0e5Fb8cwz8pklTJOFGju,0.614,0.681,2,-6.616,1,0.0337,0.152,7.32E-06,0.0797,0.341,123.898,4
1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4
73KAidtqbDftZjy8AD0H04,0.614,0.743,6,-5.046,1,0.0313,0.0839,0,0.107,0.623,138.077,4
733ncRLzZQT5UtSPg1QmPc,0.614,0.797,6,-4.896,1,0.0314,0.0635,0,0.187,0.374,90.946,4
6KGtAlYvgm4W9PoYabFAYE,0.614,0.913,7,-5.126,1,0.0296,0.0042,1.72E-06,0.26,0.92,141.982,4
3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,4
0xwPzLmBAYro8BUz7MrtAo,0.614,0.472,7,-6.626,1,0.0297,0.158,0,0.111,0.168,146.005,4
78eouBKVRyhbSzJwChr6QM,0.614,0.686,9,-6.483,0,0.21,0.0105,1.36E-06,0.184,0.645,136.537,4
40mlSLIXhewsXtjD4yteqL,0.614,0.934,9,-3.709,0,0.07,0.0697,0,0.121,0.436,116.001,4
6NRnQf2OAVTWVV9joDKqzZ,0.614,0.784,10,-5.785,0,0.0277,0.0083,0,0.359,0.361,136.033,4
3ojTJaonfkL96iIWa47SU3,0.614,0.598,10,-6.335,0,0.0561,0.00543,0,0.1,0.565,105.803,4
1NtyeXryylf8HWXnxVTD3v,0.614,0.744,11,-5.52,1,0.125,0.309,1.14E-06,0.173,0.589,146.02,4
2H881m3JRA8lpuuwaQL6zy,0.614,0.682,11,-4.117,0,0.102,0.387,0,0.134,0.566,100.202,4
1rKBOL9kJfX1Y4C3QaOvRH,0.614,0.857,1,-4.171,0,0.111,0.0987,0,0.177,0.677,164.146,4
3V7YCeJo6XLTroYWzsOy3I,0.614,0.739,1,-3.653,1,0.0302,0.00923,2.03E-05,0.0994,0.65,124.933,4
1rj0XawWJNisX7SGYexowJ,0.739,0.75,0,-4.513,0,0.0278,0.205,0,0.157,0.758,109.983,4
1GLx5tpDdwEFiA7KaikvX2,0.739,0.945,0,-4.443,0,0.0881,0.125,0,0.112,0.627,130.018,4
0B5OTb36fzLayn6XQHg5A1,0.739,0.416,0,-9.319,0,0.285,0.0966,1.27E-05,0.1,0.259,109.168,4
7LAhKXDNWwq3CmnFP3UIOP,0.739,0.405,0,-10.897,1,0.085,0.443,0.207,0.158,0.128,157.09,4
2IKJtXeR5UsaUjZB46fTOK,0.739,0.516,0,-7.154,1,0.0539,0.67,0,0.151,0.434,120.109,4
4o568kdkDntTDuQTJfMIxa,0.739,0.603,2,-7.788,1,0.0784,0.081,0,0.0833,0.496,158.873,4
6Xk7PnitV9jCRorWt2LiVZ,0.739,0.872,2,-4.059,1,0.332,0.0216,0,0.26,0.674,95.081,4
2KqJC0koTBUyDlsMt5ok1V,0.739,0.849,2,-3.967,1,0.0308,0.0272,0,0.181,0.882,112.999,4
3n5rIcC04MiNx4T2GOS06g,0.739,0.777,4,-5.7,0,0.239,0.0135,0,0.134,0.756,82.01,4
4xfezXafYzsy7G4KfXQ9G5,0.739,0.835,4,-4.433,1,0.0307,0.0316,0,0.494,0.861,120.002,4
1LmN9SSHISbtp9LoaR5ZVJ,0.739,0.756,4,-4.828,1,0.0393,0.0136,0,0.37,0.522,110.028,4
3eeyKNIBrt5TH4y0y3QkOu,0.739,0.637,4,-5.79,0,0.44,0.232,0,0.634,0.513,164.91,4
2IefsDKjQIAzcP9WgBn6Aq,0.739,0.615,6,-7.27,1,0.0659,0.318,0.349,0.118,0.729,94,4
4WC72P8F0CnYmqoPYQ7JDD,0.739,0.539,6,-9.735,1,0.337,0.0161,0,0.235,0.835,85.082,4
1rAjqlDA4gQMKxyP1z99q8,0.739,0.408,7,-8.44,1,0.0293,0.372,0,0.357,0.459,100.021,4
4TsTyEmNd6EoGV6jaNIO3e,0.739,0.814,7,-4.414,0,0.1,0.133,9.83E-06,0.126,0.483,119.041,4
5kkaSMcf4BFlhRRICCKZb6,0.739,0.616,7,-6.963,0,0.0338,0.252,1.93E-06,0.101,0.654,91.071,4
2QurCbkPO14pjrikPNja0h,0.739,0.368,8,-10.233,1,0.0845,0.00542,0,0.171,0.467,144.992,4
0RvNUU2VR488WnqD5CleQc,0.739,0.542,8,-8.218,1,0.0329,0.223,3.47E-06,0.0857,0.512,103.943,4
2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34E-06,0.133,0.542,96.038,4
7mngLA9NZEB7mZqfbOvEPS,0.739,0.52,9,-6.301,1,0.068,0.0754,0,0.382,0.247,126.039,4
0OoNzMdPSgbkM5MkcuEZfm,0.739,0.496,10,-8.358,1,0.265,0.53,2.82E-05,0.0985,0.191,93.947,4
7snmvZMLdGGk3l9PcvoYSM,0.739,0.341,10,-9.971,1,0.0378,0.525,1.10E-06,0.072,0.231,80.958,4
2oOsMm1b1DchtPDNEjLBcm,0.739,0.639,10,-7.211,0,0.178,0.745,0.331,0.15,0.549,123.961,4
3edtfOPItUNifLGYHIH1Oj,0.739,0.704,10,-5.797,0,0.0415,0.0101,0,0.25,0.348,128.024,4
0d2DXJoX0ziRUH2RWXWDKn,0.739,0.753,10,-8.278,0,0.304,0.0352,1.73E-05,0.342,0.782,149.896,4
5lNuqFVMca4vPupY10cH0J,0.739,0.619,10,-6.669,1,0.162,0.0572,0,0.105,0.58,112.961,4
1UHS8Rf6h5Ar3CDWRd3wjF,0.739,0.727,11,-5.968,0,0.0426,0.0678,0,0.104,0.676,94.99,4
7f1Dmr246cJ9uQYdbplTbh,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14E-05,0.326,0.766,88.009,4
5hQSXkFgbxjZo9uCwd11so,0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,4
7qQMtg44hxQ0ga7NhyyNxR,0.739,0.658,1,-4.145,1,0.195,0.132,0.000129,0.266,0.636,80.955,4
64pUytZWfCpeeMBN0XAadF,0.739,0.58,1,-7.414,1,0.0637,0.0395,0,0.114,0.452,96.501,4
3sYBFUXTv0STUoUINx9Qe8,0.739,0.413,1,-6.709,1,0.0282,0.47,2.51E-05,0.131,0.649,139.921,4
0GaBIpyHvytM1UBYmqXu08,0.739,0.491,1,-9.726,0,0.413,0.626,0,0.126,0.448,94.391,4
4h5KB1btt2aZBq9EJHmWF4,0.739,0.96,1,-2.293,1,0.0581,0.146,3.68E-05,0.38,0.722,125.02,4
1B6TmCvKjC4dopBohVW51x,0.739,0.536,1,-6.501,1,0.0587,0.00374,0,0.0968,0.193,122.023,4
4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,4
0tPShxf8VJUH6RBDEP3tVB,0.864,0.551,3,-5.198,1,0.22,0.144,0,0.104,0.38,139.934,4
7GmELLCacoDxgw74xfeUE4,0.864,0.927,10,-4.285,0,0.11,0.00333,6.93E-05,0.821,0.686,109.303,4
2QSUyofqpGDCo026OPiTBQ,0.864,0.826,10,-5.496,1,0.0814,0.23,2.36E-06,0.0663,0.596,118.955,4
5H4mXWKcicuLKDn4Jy0sK7,0.864,0.477,10,-5.786,1,0.224,0.201,0,0.182,0.5,86.46,4
3cFHCXuBZKMJd8Q4Wt8RB3,0.864,0.689,10,-7.273,0,0.22,7.68E-05,0.000467,0.111,0.412,152.946,4
2IHdMccpnU0PGHGltqM2Sq,0.864,0.609,11,-5.396,0,0.354,0.567,0,0.141,0.617,124.918,4
74ZQQZAVOrd5sENv57jfCj,0.864,0.869,1,-3.602,1,0.129,0.255,0.000134,0.0469,0.93,100.011,4
3DnZfpfe8wLeJgzc00gKeW,0.864,0.666,1,-5.525,1,0.234,0.0482,0,0.134,0.538,132.12,4
4KULAymBBJcPRpk1yO4dOG,0.429,0.453,0,-7.746,1,0.0459,0.554,2.00E-06,0.102,0.155,77.639,4
03L2AoiRbWhvt7BDMx1jUB,0.429,0.43,2,-11.373,1,0.165,0.338,1.18E-05,0.138,0.125,174.983,4
1M2nd8jNUkkwrc1dgBPTJz,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95E-06,0.1,0.236,150.22,4
2Sjx8DWZO5zaTyTAmgo2gY,0.429,0.438,5,-7.719,1,0.0626,0.561,0,0.139,0.417,150.093,4
5i7fZq3chLyCHo3VeB6goD,0.429,0.948,5,-3.657,0,0.227,0.00711,0.0148,0.0812,0.55,115.785,3
2EVNYzHWebyLvKxPX6Ozt8,0.429,0.565,6,-7.274,1,0.025,0.0142,3.72E-06,0.101,0.192,85.716,4
42ZVk59gT4tMlrZmd8Ijxf,0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,4
54eUv9Q3D9MZuOGS5PSflp,0.429,0.831,8,-5.108,1,0.0473,0.0781,0,0.312,0.348,167.984,4
3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
4IBuAtdsM6psUgfhHgoy4e,0.429,0.761,1,-2.912,1,0.0309,0.14,0,0.144,0.536,82.518,4
77MdvMx9L4ZQuLhhn3o21h,0.429,0.486,1,-9.971,1,0.101,0.866,0,0.0982,0.661,146.99,4
5qII2n90lVdPDcgXEEVHNy,0.608,0.768,0,-5.227,1,0.0475,0.0913,0,0.0629,0.809,88.059,4
32jHB7W9b08OTorAqR0cJo,0.608,0.824,2,-6.303,1,0.0419,0.0246,0.00648,0.346,0.451,115.049,4
7jp5yLTwHNJL9awtdZf2Br,0.608,0.822,2,-3.32,1,0.0267,0.0726,0,0.191,0.587,100.007,4
1tAutlhI9FwnKn7fVgmd5P,0.608,0.614,2,-3.727,1,0.0285,0.227,3.82E-06,0.157,0.402,127.885,4
71wFwRo8xGc4lrcyKwsvba,0.608,0.626,2,-4.773,1,0.301,0.597,2.16E-06,0.25,0.246,176.086,4
0Jh9EBGN205Yc7JN2zZ2f1,0.608,0.937,4,-3.071,1,0.033,0.0121,0.0403,0.309,0.515,117.304,4
52Dw5hXeylenurLTKoFJfZ,0.608,0.867,4,-4.683,1,0.0307,0.00528,0,0.0643,0.866,94.008,4
1c2MXiju7DNPSfsKoVbHlg,0.608,0.909,4,-3.638,0,0.0349,0.0516,0,0.111,0.617,137.04,4
5P3oaNpPDVLRJsL3152SEs,0.608,0.735,4,-5.497,1,0.0371,0.0156,1.69E-06,0.361,0.773,90.007,4
1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,4
3zqDwVKG11BzavbIcnmplp,0.608,0.814,6,-6.466,0,0.447,0.0316,0,0.0959,0.654,167.962,4
5w3NgfV8v1nNZFLUBlGHIL,0.608,0.928,6,-2.724,0,0.0883,0.133,0,0.103,0.738,130.012,4
4wLZ4zPM9c4oe1VV8ejdWV,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87E-05,0.112,0.349,127.631,4
5hg3xm9mxcz9Xb6r59y9Ow,0.608,0.875,7,-5.642,1,0.231,0.000921,0,0.125,0.589,163.443,4
7oqftogUN82Q7VNy2TmTJW,0.608,0.709,7,-6.175,1,0.374,0.119,0,0.337,0.709,105.742,4
0hL9gOw6XBWsygEUcVjxEc,0.608,0.754,8,-5.277,1,0.0719,0.0305,0,0.119,0.455,97.071,4
09JkIMWSVYi143LoWnY1fa,0.608,0.636,8,-4.447,0,0.0514,0.0412,0,0.0833,0.679,187.333,4
2B8Y5LaNSEkuB3LA9okArd,0.608,0.659,9,-7.704,0,0.19,0.511,0,0.348,0.773,147.759,4
2lRI7n5b9jlPYsEpRuots6,0.608,0.745,10,-5.496,0,0.365,0.0551,0,0.27,0.725,150.068,4
06Km3ZJ7x5Bbw6BzwvKNgq,0.608,0.833,11,-4.101,0,0.0341,0.044,0,0.206,0.431,120.003,4
25CA8QVJQrh5R05UUCaODM,0.608,0.863,11,-4.87,1,0.131,0.0593,0,0.228,0.476,150.029,4
1TGJxtVHgPHKVt6K7sPn1T,0.608,0.841,11,-3.626,1,0.028,0.0028,0,0.0834,0.917,106.004,4
48UKTR66uUOT9LaUvooTNx,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47E-06,0.0942,0.464,102.025,4
66TRwr5uJwPt15mfFkzhbi,0.733,0.74,0,-2.18,1,0.0905,0.513,0,0.0468,0.799,140.2,4
00kk6okTMriArqJX6Dyy9W,0.733,0.627,0,-6.808,1,0.0708,0.0152,0,0.214,0.452,119.996,4
0mlAOSILGRys2IbvyOT5VJ,0.733,0.897,0,-3.652,1,0.0389,0.0391,0,0.117,0.649,96.006,4
0IpnZchq8ek2A6pGEP2Qb1,0.733,0.567,0,-6.718,1,0.319,0.0129,0,0.382,0.319,75.491,4
02tEPeP89AcKxX5I70mVqZ,0.733,0.462,2,-12.38,1,0.741,0.559,0,0.108,0.27,89.932,4
7rSnKi58HPIVC0FVyh04Q1,0.733,0.684,2,-4.748,1,0.177,0.142,0,0.178,0.437,142.038,4
3OUApyz3jDB3syGUNGqB1d,0.733,0.521,3,-3.657,0,0.0457,0.107,0,0.0692,0.525,112.913,4
0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0.121,0,0.121,0.472,100.964,4
3FAg7hVsWegbvPVRNM0rYm,0.733,0.727,5,-6.415,1,0.268,0.0184,0.000499,0.254,0.48,171.038,4
7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4
5PTG6rrL6EPFD9E2QMI2pl,0.733,0.678,6,-7.771,1,0.438,0.121,0,0.344,0.841,175.985,4
1tJkic0TURTCXw3rBhYgWu,0.733,0.794,7,-6.909,1,0.223,0.259,0,0.483,0.832,95.877,4
4NYwy0R3NdvORX2B6OZXBT,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92E-05,0.11,0.291,94.947,4
25BIuLc3xxqGyg2kAAiFZ6,0.733,0.498,8,-9.854,1,0.502,0.0232,0,0.109,0.399,80.712,4
0fgZUSa7D7aVvv3GfO0A1n,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,4
4JZ9NUioOgDEVjDuBGukRV,0.733,0.638,10,-7.831,1,0.0592,0.445,1.96E-05,0.0925,0.429,80.001,4
6FPxVmp66GVKkVvfiBWly4,0.733,0.584,10,-7.485,0,0.174,0.0563,0,0.0641,0.36,161.944,4
5t5tLsfuyOyyuXF96M4g2a,0.733,0.583,1,-9.589,1,0.301,0.0891,0,0.138,0.282,147.921,4
4liGjmhCupa7RP9JaQELYx,0.733,0.744,1,-3.51,1,0.0553,0.0772,0,0.341,0.529,92.515,4
4czcw3NVLY0of5hTD7OufN,0.733,0.361,1,-11.129,1,0.135,0.348,0.000285,0.0942,0.0361,94.902,4
3GX2hFAekmSduZzcS52OnR,0.733,0.574,1,-6.409,0,0.266,0.243,0,0.231,0.305,159.987,4
4INRUdIART6zmdeLquiu5g,0.858,0.947,0,-3.557,1,0.235,0.125,0,0.0367,0.967,151.037,4
1TkWsnheqK0gBtvh07BtNX,0.858,0.697,2,-5.361,1,0.23,0.114,0,0.224,0.364,98.013,4
2dYXrWkNO40NXy2Q3IYLRc,0.858,0.725,5,-3.828,0,0.0383,0.0222,3.07E-05,0.138,0.805,120.087,4
4tAru66VGVLWYjg90UV4vJ,0.858,0.656,6,-4.96,0,0.358,0.114,0,0.141,0.969,59.972,4
7g7M96UGiA7OR79H86gV4m,0.858,0.484,6,-7.448,0,0.277,0.0241,1.80E-06,0.123,0.329,99.992,4
5uqphUYsR45kPYplrYSAQh,0.858,0.627,6,-7.91,0,0.131,0.039,0.000198,0.101,0.594,142.061,4
2DdpOlqObnMU1IcMGLp0nk,0.858,0.7,7,-4.677,1,0.258,0.0277,0,0.109,0.825,140.08,4
6L2tdej6mNcAHasvWyBSTZ,0.858,0.569,8,-5.051,1,0.03,0.0765,1.22E-06,0.109,0.721,119.968,4
1hZsWUnLbqRw09jLAMQSsb,0.858,0.665,11,-4.772,1,0.152,0.126,0,0.119,0.659,100.09,4
52NGJPcLUzQq5w7uv4e5gf,0.858,0.641,1,-4.31,0,0.0954,0.111,2.12E-05,0.109,0.445,136.991,4
0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,4
0Yp3wCUpjrG7NWWPDpmQXm,0.858,0.398,1,-11.306,1,0.0598,0.00888,0,0.112,0.258,97.476,4
1xcOYJxDa5pObgxY1r0I9c,0.858,0.547,1,-5.822,1,0.29,0.213,0,0.104,0.303,128.02,4
4dkgkn7EfsCSsgvihaKbi4,0.858,0.357,1,-10.141,1,0.275,0.395,0,0.12,0.503,150.01,4
4vYKeidaDqMW4dEuJDklxV,0.213,0.489,7,-8.471,1,0.0334,0.112,0,0.133,0.139,196.347,3
416MsJxvxSKY96DCmbJIRs,0.213,0.0743,9,-18.071,0,0.0408,0.344,3.45E-05,0.212,0.145,53.863,4
7JyFwJC3uRpiNfq7oKafgn,0.301,0.303,4,-12.39,1,0.0458,0.177,0.031,0.0979,0.0384,141.997,4
1sjrDQXqAa9V07FjKIlAQ4,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,4
7fesNTgTEMEH0ye8MOgEDY,0.426,0.218,0,-11.705,1,0.0341,0.835,0,0.108,0.116,135.205,4
4PyKicaf5RL5tlidl6ZMO5,0.426,0.917,0,-2.968,1,0.103,0.119,0,0.153,0.506,175.716,4
571pa5LGKPGLNTLcobbrgr,0.426,0.908,0,-3.437,0,0.0504,0.00686,0,0.167,0.16,150.979,4
6xfL1KzGxg48ACVlQE9qXr,0.426,0.784,3,-3.225,1,0.0421,0.306,0,0.0695,0.272,147.939,3
1W4ej59lKuhTPPuNBAYWan,0.426,0.359,5,-8.793,1,0.0314,0.486,0,0.137,0.264,90.056,1
3KsatAMRt1a7iryhWt5I8U,0.426,0.792,9,-4.709,1,0.0374,0.000495,5.10E-06,0.142,0.557,161.994,4
1xtw1krCR6Dw2KwkXw5z63,0.426,0.41,10,-9.083,1,0.0581,0.52,0,0.338,0.263,142.377,1
5H5APugL36GmvXjZiRwYWU,0.426,0.405,10,-4.91,1,0.0344,0.863,0,0.0851,0.269,129.304,5
2ZBNclC5wm4GtiWaeh0DMx,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,4
6P3cUSAoT4EeMxVgWVdBra,0.426,0.612,1,-6.359,0,0.0567,0.12,0,0.119,0.106,172.171,4
50A1WCxKycJUHRr4Rz6WrD,0.602,0.242,0,-7.402,1,0.0325,0.835,0,0.0859,0.462,123.85,4
41FLEFSeRCv19OBn0vLiaH,0.602,0.73,0,-4.925,1,0.0313,0.00106,0.000116,0.095,0.923,164.029,4
7l9IqDtVWJurTvkQHq1BGh,0.602,0.626,2,-5.323,0,0.0396,0.0129,9.02E-06,0.144,0.619,160.118,4
4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,4
07HPV6hzecJmMJwsIX8YVU,0.602,0.894,4,-3.975,1,0.032,0.00154,0,0.433,0.643,125.988,4
4Fpq4QkR06QRDkujBUk0JY,0.602,0.631,4,-7.371,1,0.033,0.332,0,0.12,0.472,138.389,4
748yv6bb3l3CcKS45a6SZ8,0.602,0.839,4,-4.251,0,0.0255,0.502,0.00118,0.095,0.653,95.16,4
6AqwH2Y9FJwhUE2dCSkw1u,0.602,0.796,5,-5.609,1,0.0465,0.146,0,0.125,0.53,106.005,4
5X2Cy5IYsiYvk8etuE5UqQ,0.602,0.71,5,-5.882,0,0.0966,0.00844,0,0.285,0.292,75.096,4
1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,4
7MwwPyZJ7UKFROj2oVnH6R,0.602,0.999,6,-5.236,1,0.0956,0.0136,0.617,0.341,0.789,164.822,4
6etuQn3IkhqFU8RA14b5US,0.602,0.932,6,-4.05,1,0.066,0.00535,0,0.248,0.619,116.017,4
3NJG6vMH1ZsectZkocMEm0,0.602,0.725,6,-3.054,1,0.0393,0.174,0,0.0786,0.304,122.803,4
3BKD1PwArikchz2Zrlp1qi,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,4
251x4kMlZoNg2RQiwc7pNz,0.602,0.73,7,-4.785,1,0.027,0.108,0,0.284,0.663,135.996,4
5cU50IAoAFF7qFWOtdbEjr,0.602,0.785,7,-6.129,1,0.0578,0.245,0,0.19,0.565,84.038,4
0vKuYHEs83maj9GNB8Y0Hp,0.602,0.784,7,-4.341,1,0.227,0.00573,0,0.179,0.571,93.048,4
18VfHIPaCo0s6FTi1Fnp6T,0.602,0.691,7,-5.197,0,0.051,0.0548,0,0.144,0.206,127.967,4
2UikqkwBv7aIvlixeVXHWt,0.602,0.477,9,-8.425,1,0.032,0.268,3.10E-05,0.173,0.552,183.89,4
58zsLZPvfflaiIbNWoA22O,0.602,0.707,9,-4.097,1,0.302,0.393,0,0.165,0.554,75.087,4
5e4AYaVnzJnR5H7tVbox9S,0.602,0.785,9,-5.041,0,0.284,0.0514,0,0.75,0.756,189.931,4
5jjoS9t9LgIsSGbVrtoKR7,0.602,0.944,10,-4.238,1,0.0427,0.0308,0.00256,0.436,0.797,106.958,4
5xlS0QkVrSH7ssEbBgBzbM,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4
36YNa8joLwu9yor2TkZbIY,0.602,0.864,11,-5.282,0,0.0661,0.0149,0,0.0246,0.71,179.391,4
3YxKqZFpcxBPvpUssL8FS2,0.602,0.683,1,-6.82,1,0.0304,0.347,0.00338,0.11,0.522,120.787,4
58LflM1owDAzQkYIL7ayCX,0.602,0.938,1,-3.378,0,0.238,0.0164,0,0.0612,0.562,168.417,4
6Xe9wT5xeZETPwtaP2ynUz,0.602,0.834,1,-6.573,0,0.0358,0.0297,0.887,0.34,0.353,125.99,4
1RvQQGwaPipiNgz8RXAKA8,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87E-05,0.091,0.641,124.978,4
5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,1,-5.934,1,0.0558,0.0233,6.00E-05,0.237,0.268,145.031,4
3JVFg9xLmLJQnFfmMXICXJ,0.727,0.554,0,-7.59,1,0.47,0.00228,0,0.39,0.219,86.097,4
6xlEwLvtwDXR3bfLPxnjv9,0.727,0.439,0,-8.358,1,0.176,0.663,0,0.0917,0.472,123.058,4
6Hn9Uc1mMNfqChXU3txNke,0.727,0.65,0,-5.357,1,0.0337,0.662,0,0.111,0.668,129.993,4
2MnLkFqY9Rpg9s3Zv6ZJdK,0.727,0.546,0,-4.572,1,0.0437,0.656,0,0.122,0.69,106.891,4
7wLShogStyDeZvL0a6daN5,0.727,0.711,2,-6.549,1,0.078,0.582,0,0.158,0.375,110.012,4
6CbcdeTQKj0qTaZTt0xkdk,0.727,0.515,2,-6.553,0,0.0289,0.241,3.74E-06,0.124,0.695,89.488,4
6cmm1LMvZdB5zsCwX5BjqE,0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,4
2uhaDVmfG7pT94VO5jl2r4,0.727,0.812,3,-4.148,1,0.0405,0.543,0,0.0796,0.812,128.811,4
3frFS8IMWXHkX9mhs8wTEQ,0.727,0.933,3,-4.914,0,0.158,0.112,0,0.203,0.66,114.051,4
2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4
2elA6JLRaQ6iB7hxiuTKN4,0.727,0.71,4,-6.142,1,0.0742,0.0104,0,0.107,0.378,81.995,4
1HR2CTi0ytRJIcik1QKdOa,0.727,0.696,5,-4.472,0,0.0706,0.251,0,0.0726,0.467,132.077,4
4kV4N9D1iKVxx1KLvtTpjS,0.727,0.554,5,-5.29,0,0.0915,0.0421,0,0.106,0.335,170,4
6fju5NbZznZRZDfP7mpZ56,0.727,0.831,7,-8.699,1,0.126,0.0288,0.00038,0.145,0.579,97.6,4
3oQ5kA2PGJlztciJk3SKA0,0.727,0.676,7,-4.556,1,0.25,0.304,0,0.5,0.391,163.021,4
5f1joOtoMeyppIcJGZQvqJ,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58E-05,0.126,0.322,86.97,4
5avVDmK9FVJpd3MDO8I3Zl,0.727,0.914,7,-5.85,1,0.0743,0.617,0,0.596,0.784,106.021,4
2Xr1dTzJee307rmrkt8c0g,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,4
4CIyxiObT9G35HrSItAblR,0.727,0.637,8,-5.185,1,0.0779,0.0684,0.000294,0.131,0.215,131.997,3
41D6aNNTmUUd7fWlVNWMN8,0.727,0.913,8,-5.571,0,0.306,0.283,0,0.527,0.618,90.985,4
1gta5fLTR1VhUMwwGxP6vA,0.727,0.513,8,-7.582,1,0.212,0.00294,0,0.33,0.238,149.981,4
68hn4O7tjgp4ITx5dSpuNL,0.727,0.833,10,-4.439,0,0.315,0.0257,0,0.327,0.688,160.045,4
588RGyR1f4Plc8nm7SrdCa,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0348,0.687,85.098,4
03UrZgTINDqvnUMbbIMhql,0.727,0.937,11,-2.871,0,0.286,0.00417,0,0.091,0.749,132.067,4
5jyyPsIGM2yqkZN9R3TmvN,0.727,0.719,11,-5.856,0,0.049,0.0622,1.16E-06,0.229,0.589,140.08,4
2VtgzixdB967bHDNu5A1nh,0.727,0.723,1,-4.94,1,0.13,0.047,0,0.366,0.286,143.119,4
45ei5A1TycXr9ZsWaFZiuT,0.727,0.497,1,-9.039,0,0.145,0.0237,0,0.158,0.256,128.969,4
0Y0TOsE1q11qgbi7c5WZsG,0.727,0.599,1,-6.941,1,0.327,0.317,0,0.219,0.386,167.909,3
228BxWXUYQPJrJYHDLOHkj,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69E-06,0.0845,0.741,96.008,4
5RcxRGvmYai7kpFSfxe5GY,0.852,0.675,2,-5.738,1,0.0363,0.397,0.00317,0.0905,0.528,132.005,3
4x3mum2YGHtIBrgUKiNt4F,0.852,0.674,2,-4.166,1,0.211,0.0123,0,0.126,0.584,130.085,4
1llzRvV9QpuNHjPu0rVQSp,0.852,0.735,5,-3.6,1,0.161,0.00209,0,0.103,0.572,90.505,4
7DjTfU6kIcoXaAO02f5EOz,0.852,0.896,6,-5.465,0,0.0681,0.00887,6.03E-05,0.0216,0.961,121.978,4
6SUxrwVN19Kmd9JfIbjJUj,0.852,0.577,6,-6.347,0,0.16,0.215,0,0.138,0.448,119.986,4
0QVISdPWRllAmoDBG3DEHU,0.852,0.691,6,-5.175,0,0.139,0.0375,0,0.0517,0.658,61.115,4
37QOvoAg1EC0PgWnfMrRmi,0.852,0.927,7,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,4
17adc2E0JJEldvPiILxIlt,0.852,0.359,7,-10.249,1,0.0934,0.00502,0.885,0.103,0.915,119.994,4
5jZfGxZDayFA1HzYmyOG3a,0.852,0.75,8,-5.153,1,0.168,0.434,0,0.265,0.934,72.016,4
6mICuAdrwEjh6Y6lroV2Kg,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05E-05,0.159,0.907,102.034,4
